CITY_ID	CITY_NAME
487	Tsada
488	Faleia
489	Fasli
490	Fasoula - Pafos
491	Filousa Kelokedaron
492	Filousa Xrysoxous
493	Xrysoxous
494	Foinikas
495	Fyti
496	Xlorakas
497	Xoletria
498	Xoli
499	Xoulou
500	Xrysoxou
501	Psathi
502	Agglikos Stratos (Lefkosia)
503	Aggolemi
504	Ayia Varbara
505	Ayia Eirini Lefkosias
506	Ayia Kepir
507	Ayia Marina Xyliatou
508	Ayia Marina Skillouras
509	Ayio Georgoudi
510	Ayioi Iliofotoi
511	Ayioi Trmithias
512	Ayios Georgios Kaykalou
513	Ayios Georgioa Soleas
514	Ayios Dometios
515	???ifaneios Oreinis
516	Ayios Epifaneios Soleas
517	Ayios Theodoros Soleas
518	Ayios Theodoros Tillirias
519	Ayios Ioannis Malountas
520	Ayios Nikolaos Leykas
521	Ayios Nikolaos Stegis
522	Ayios Sozomenos
523	Ayiya
524	Aglantzia
525	Agrokipia
526	Agroladou
527	Akaki
528	Alampra
529	Aleyka
530	Alithinou
531	Alona
532	Ammadies
533	Ampelikou
534	Anayeia
535	Analiontas
536	Anthoupoli
537	Apliki
538	Argaki
539	Arediou
540	Asinou
541	Askas
542	Astromeritis
543	Aylona
544	Variseia
545	Vyzakia
546	Voni
547	Galata
548	Galini
549	Gerakies
550	Geri
551	Gerolakkos
552	Gourri
553	Dali
554	Dasikos Stathmos Panayias
555	Dasikos Stathmos Platanion
556	Deneia
557	Deytera
558	Deytera Kato
559	Deytera Pano
560	Dyo Potamoi
561	Egkomi
562	ELDYK
563	Elia Leykosia
564	Exo Metoxi
565	Episkopeio
566	Epixo
567	Ergates
568	Eyryxou
569	Zodeia Kato
570	Zodeia Pano
571	Kazibera
572	Kakopetria
573	Kaliana
574	Kalo Xorio Leykas
575	Kalo Xorio Oreinis
576	Kalopanayiotis
577	Kalymvakia
578	Kampi Farmaka
579	Kampia
580	Kampos
581	Kavli
582	Kannavia
583	Kapedes
584	Kapouras (Dasikos Stathmos)
585	Kapouti
586	Karavostasi
587	Kataliontas
588	Katydata
589	Kato Pyrgos Tillirias
590	Katokopia
591	Kioneli
592	Klirou
593	Kokkina
594	Kokkinotrimithia
595	Korakou
596	Kotsiatis
597	Kourdali
598	Kourou Moastiri
599	Koutrafas
600	Koutrafas Kato
601	Koutrafas Pano
602	Kythrea
603	Kyra
604	Lagoudera
605	Lazanias
606	Lakatameia
607	Latsia
608	Leyka
609	Lefkosia
610	Livadia Pitsilias
611	Limnitis
612	Linou
613	Louroukina
614	Loutros
615	Lythrodontas
616	Lympia
617	Mathiatis
618	Malounta Lefkosias
619	Mammari
620	Mansoura
621	Margi
622	Margo
623	Masari
624	Meniko
625	Mia Milia
626	Mitsero
627	Moni Ayiou Panteleimonos Axaira
628	Moni Ayiou Iraklideiou
629	Moni Arhaggelou Mixail
630	Moni Kato
631	Moni Kykkou
632	Moni Maxaira
633	Moni Panayias Theotokou
634	Moni Profiti Ilia
635	Mora
636	Morfou
637	Mosfili
638	Moutoullas
639	Mpeikioi
640	Mylikouri
641	Neo Libadi
642	Neo Xorio (Kythreas)
643	Nisou
644	Nikitari
645	Nikitas
646	Xenovounos
647	Xeros
648	Xyliatos
649	Oikos
650	Orgontas Stathmos
651	Orounta
652	Ortakioi
653	Palaikythro
654	Palaiometoxo
655	Palaixori
656	Palaixori Morfou
657	Palaixori Oreinis
658	Paxyammos
659	Pedoulas
660	Pentayeia
661	Pera
662	Pera Xorio
663	Peristerona
664	Peristeronari
665	Petra
666	Petra tou Digeni
667	Pigenia
668	Platanistasa
669	Politiko
670	Polystypos
671	Potami
672	Potamia
673	Potamos Kampou
674	Prastio Morfou
675	Pyrgos
676	Pyrgos Pano
677	Pyroi
678	Saranti
679	Selemani
680	Selladi tou Appi
681	Sia
682	Sinaoros
683	Skilloura
684	Skouriotissa
685	Soloi
686	Spilia
687	Strovolos
688	Syrianoxori
689	Temvria
690	Traxonas
691	Traxoni (Leykosias)
692	Tsakistra
693	Tseri
694	Tymvou
695	Farmakas
696	Fikardou
697	Filani
698	Flasou
699	Flasou Kato
700	Flasou Pano
701	Frodisia
702	Fterikoudi
703	Fylia
704	Xalleri
705	Xamit Mandres
706	Xrysiliou
707	Psimolofou
